IP:PORT, LOSS, DELAY
162.159.195.158:500,0.00%,31 ms
162.159.195.153:1701,0.00%,31 ms
162.159.195.25:1701,0.00%,31 ms
162.159.195.191:500,0.00%,31 ms
162.159.195.208:1701,0.00%,31 ms
162.159.195.180:4500,0.00%,31 ms
162.159.195.32:4500,0.00%,31 ms
162.159.195.19:2408,0.00%,31 ms
162.159.195.186:4500,0.00%,32 ms
162.159.195.21:2408,0.00%,32 ms
162.159.195.10:2408,0.00%,32 ms
162.159.195.213:4500,0.00%,32 ms
162.159.195.22:500,0.00%,32 ms
162.159.195.21:500,0.00%,32 ms
162.159.195.5:4500,0.00%,32 ms
162.159.195.13:1701,0.00%,32 ms
162.159.195.180:1701,0.00%,32 ms
162.159.195.172:2408,0.00%,32 ms
162.159.195.14:4500,0.00%,32 ms
162.159.195.20:1701,0.00%,32 ms
162.159.195.196:2408,0.00%,32 ms
162.159.195.6:1701,0.00%,32 ms
162.159.195.206:500,0.00%,32 ms
162.159.195.15:4500,0.00%,32 ms
162.159.195.33:2408,0.00%,32 ms
162.159.195.194:2408,0.00%,32 ms
162.159.195.4:500,0.00%,32 ms
162.159.195.10:500,0.00%,32 ms
162.159.195.21:1701,0.00%,32 ms
162.159.195.3:500,0.00%,32 ms
162.159.195.174:4500,0.00%,32 ms
162.159.195.32:1701,0.00%,32 ms
162.159.195.178:4500,0.00%,32 ms
162.159.195.28:1701,0.00%,32 ms
162.159.195.7:500,0.00%,32 ms
162.159.195.172:4500,0.00%,32 ms
162.159.195.19:1701,0.00%,32 ms
162.159.192.180:4500,0.00%,32 ms
162.159.195.205:1701,0.00%,32 ms
162.159.195.13:4500,0.00%,32 ms
162.159.195.18:4500,0.00%,32 ms
162.159.195.14:500,0.00%,32 ms
162.159.195.28:500,0.00%,32 ms
162.159.195.208:4500,0.00%,32 ms
162.159.195.216:1701,0.00%,32 ms
162.159.195.178:1701,0.00%,32 ms
162.159.192.126:2408,0.00%,33 ms
162.159.195.195:2408,0.00%,33 ms
162.159.195.186:500,0.00%,33 ms
162.159.195.30:4500,0.00%,33 ms
162.159.195.7:2408,0.00%,33 ms
162.159.195.16:4500,0.00%,33 ms
162.159.195.209:1701,0.00%,33 ms
162.159.195.195:500,0.00%,33 ms
162.159.195.11:4500,0.00%,33 ms
162.159.195.173:1701,0.00%,33 ms
162.159.195.4:2408,0.00%,33 ms
162.159.192.139:2408,0.00%,33 ms
162.159.195.194:500,0.00%,33 ms
162.159.195.251:4500,0.00%,33 ms
162.159.195.15:1701,0.00%,33 ms
162.159.195.19:4500,0.00%,33 ms
162.159.195.181:1701,0.00%,33 ms
162.159.195.215:500,0.00%,33 ms
162.159.195.212:4500,0.00%,33 ms
162.159.195.12:2408,0.00%,33 ms
162.159.192.248:500,0.00%,33 ms
162.159.192.153:500,0.00%,33 ms
162.159.192.125:4500,0.00%,33 ms
162.159.193.7:500,0.00%,33 ms
162.159.192.129:1701,0.00%,33 ms
162.159.195.163:1701,0.00%,33 ms
162.159.195.33:1701,0.00%,33 ms
162.159.195.8:4500,0.00%,33 ms
162.159.195.11:2408,0.00%,33 ms
162.159.195.207:2408,0.00%,33 ms
162.159.192.146:500,0.00%,33 ms
162.159.195.15:500,0.00%,33 ms
162.159.195.198:2408,0.00%,33 ms
162.159.195.162:4500,0.00%,33 ms
162.159.192.233:500,0.00%,33 ms
162.159.195.34:1701,0.00%,33 ms
162.159.195.189:500,0.00%,33 ms
162.159.195.152:4500,0.00%,33 ms
162.159.195.200:500,0.00%,33 ms
162.159.195.18:1701,0.00%,34 ms
162.159.192.250:1701,0.00%,34 ms
162.159.192.249:500,0.00%,34 ms
162.159.195.8:2408,0.00%,34 ms
162.159.195.174:2408,0.00%,34 ms
162.159.192.162:2408,0.00%,34 ms
162.159.195.26:500,0.00%,34 ms
162.159.193.2:1701,0.00%,34 ms
162.159.192.148:4500,0.00%,34 ms
162.159.192.233:2408,0.00%,34 ms
162.159.195.218:4500,0.00%,34 ms
162.159.192.158:2408,0.00%,34 ms
162.159.192.248:4500,0.00%,34 ms
162.159.192.252:500,0.00%,34 ms
162.159.192.155:500,0.00%,34 ms
162.159.192.156:2408,0.00%,34 ms
162.159.195.13:500,0.00%,34 ms
162.159.192.147:500,0.00%,34 ms
162.159.192.194:4500,0.00%,34 ms
162.159.195.11:500,0.00%,34 ms
162.159.192.244:4500,0.00%,34 ms
162.159.192.247:500,0.00%,34 ms
162.159.192.210:2408,0.00%,34 ms
162.159.192.133:2408,0.00%,34 ms
162.159.192.219:1701,0.00%,34 ms
162.159.192.232:500,0.00%,34 ms
162.159.195.224:500,0.00%,34 ms
162.159.192.252:4500,0.00%,34 ms
162.159.192.222:2408,0.00%,34 ms
162.159.195.25:2408,0.00%,34 ms
162.159.192.144:2408,0.00%,34 ms
162.159.195.24:4500,0.00%,34 ms
162.159.192.180:1701,0.00%,34 ms
162.159.193.4:500,0.00%,34 ms
162.159.192.144:4500,0.00%,34 ms
162.159.195.26:1701,0.00%,34 ms
162.159.192.177:4500,0.00%,34 ms
162.159.192.178:4500,0.00%,34 ms
162.159.192.249:4500,0.00%,34 ms
162.159.193.9:2408,0.00%,34 ms
162.159.192.142:4500,0.00%,34 ms
162.159.195.22:1701,0.00%,35 ms
162.159.192.149:4500,0.00%,35 ms
162.159.195.20:500,0.00%,35 ms
162.159.192.125:500,0.00%,35 ms
162.159.192.248:1701,0.00%,35 ms
162.159.192.244:2408,0.00%,35 ms
162.159.192.178:2408,0.00%,35 ms
162.159.192.234:2408,0.00%,35 ms
162.159.192.251:4500,0.00%,35 ms
162.159.192.232:2408,0.00%,35 ms
162.159.192.152:500,0.00%,35 ms
162.159.192.184:4500,0.00%,35 ms
162.159.192.127:500,0.00%,35 ms
162.159.195.34:500,0.00%,35 ms
162.159.192.141:4500,0.00%,35 ms
162.159.192.143:4500,0.00%,35 ms
162.159.193.6:500,0.00%,35 ms
162.159.192.254:4500,0.00%,35 ms
162.159.192.243:4500,0.00%,35 ms
162.159.192.136:2408,0.00%,35 ms
162.159.192.145:4500,0.00%,35 ms
162.159.192.232:1701,0.00%,35 ms
162.159.192.249:1701,0.00%,35 ms
162.159.192.218:2408,0.00%,35 ms
162.159.192.223:2408,0.00%,35 ms
162.159.192.146:1701,0.00%,35 ms
162.159.192.251:500,0.00%,35 ms
188.114.96.22:4500,0.00%,35 ms
162.159.192.149:2408,0.00%,35 ms
162.159.195.240:1701,0.00%,35 ms
162.159.192.135:2408,0.00%,35 ms
162.159.192.160:2408,0.00%,35 ms
162.159.192.152:2408,0.00%,35 ms
162.159.192.208:4500,0.00%,35 ms
162.159.192.214:1701,0.00%,35 ms
162.159.192.143:1701,0.00%,35 ms
162.159.195.192:4500,0.00%,35 ms
162.159.192.219:2408,0.00%,35 ms
162.159.195.167:2408,0.00%,35 ms
162.159.193.4:1701,0.00%,35 ms
162.159.192.207:2408,0.00%,35 ms
162.159.192.244:500,0.00%,35 ms
162.159.192.227:4500,0.00%,35 ms
162.159.192.222:4500,0.00%,35 ms
162.159.192.190:4500,0.00%,35 ms
162.159.192.128:4500,0.00%,35 ms
162.159.192.142:2408,0.00%,35 ms
162.159.192.220:1701,0.00%,35 ms
162.159.192.152:1701,0.00%,35 ms
162.159.192.140:2408,0.00%,35 ms
162.159.192.213:4500,0.00%,35 ms
162.159.192.209:500,0.00%,35 ms
162.159.192.181:1701,0.00%,35 ms
162.159.192.189:4500,0.00%,35 ms
162.159.192.194:500,0.00%,35 ms
162.159.192.154:2408,0.00%,35 ms
162.159.192.180:2408,0.00%,35 ms
162.159.192.177:500,0.00%,35 ms
162.159.195.135:4500,0.00%,35 ms
162.159.192.192:500,0.00%,35 ms
162.159.192.173:4500,0.00%,35 ms
162.159.193.6:1701,0.00%,35 ms
162.159.192.233:1701,0.00%,35 ms
162.159.192.226:1701,0.00%,35 ms
162.159.195.210:1701,0.00%,35 ms
162.159.195.34:4500,0.00%,35 ms
162.159.192.227:2408,0.00%,35 ms
162.159.192.191:500,0.00%,35 ms
162.159.192.178:500,0.00%,35 ms
162.159.192.178:1701,0.00%,35 ms
162.159.192.211:4500,0.00%,35 ms
162.159.192.212:2408,0.00%,35 ms
162.159.192.220:4500,0.00%,35 ms
162.159.192.196:500,0.00%,35 ms
162.159.192.183:1701,0.00%,35 ms
162.159.192.216:2408,0.00%,35 ms
162.159.192.140:500,0.00%,35 ms
162.159.192.145:2408,0.00%,35 ms
162.159.192.237:500,0.00%,35 ms
162.159.192.200:2408,0.00%,35 ms
162.159.192.201:1701,0.00%,35 ms
162.159.192.138:4500,0.00%,35 ms
162.159.192.225:2408,0.00%,35 ms
162.159.192.142:500,0.00%,35 ms
162.159.192.139:500,0.00%,35 ms
162.159.195.193:2408,0.00%,35 ms
162.159.192.140:1701,0.00%,35 ms
162.159.192.183:4500,0.00%,35 ms
162.159.192.219:500,0.00%,35 ms
162.159.192.239:4500,0.00%,35 ms
162.159.192.142:1701,0.00%,35 ms
162.159.193.3:1701,0.00%,35 ms
162.159.192.201:4500,0.00%,35 ms
162.159.192.253:500,0.00%,35 ms
162.159.192.197:500,0.00%,35 ms
162.159.192.226:4500,0.00%,35 ms
162.159.192.221:2408,0.00%,35 ms
162.159.192.223:4500,0.00%,35 ms
162.159.192.230:500,0.00%,35 ms
162.159.192.135:4500,0.00%,36 ms
162.159.192.175:2408,0.00%,36 ms
162.159.192.131:4500,0.00%,36 ms
162.159.192.211:500,0.00%,36 ms
162.159.192.185:2408,0.00%,36 ms
162.159.192.207:500,0.00%,36 ms
162.159.192.205:4500,0.00%,36 ms
162.159.192.246:500,0.00%,36 ms
162.159.192.183:500,0.00%,36 ms
162.159.193.8:1701,0.00%,36 ms
162.159.192.200:4500,0.00%,36 ms
162.159.192.138:500,0.00%,36 ms
162.159.192.188:500,0.00%,36 ms
162.159.192.202:1701,0.00%,36 ms
162.159.192.240:500,0.00%,36 ms
162.159.192.229:2408,0.00%,36 ms
162.159.193.5:4500,0.00%,36 ms
162.159.192.227:1701,0.00%,36 ms
162.159.192.145:1701,0.00%,36 ms
162.159.192.243:2408,0.00%,36 ms
162.159.192.254:500,0.00%,36 ms
162.159.192.225:4500,0.00%,36 ms
162.159.195.20:4500,0.00%,36 ms
162.159.192.225:1701,0.00%,36 ms
162.159.192.191:1701,0.00%,36 ms
162.159.192.191:4500,0.00%,36 ms
162.159.192.202:500,0.00%,36 ms
162.159.192.198:500,0.00%,36 ms
162.159.192.242:2408,0.00%,36 ms
162.159.192.190:2408,0.00%,36 ms
162.159.192.217:1701,0.00%,36 ms
162.159.192.164:1701,0.00%,36 ms
162.159.192.201:2408,0.00%,36 ms
162.159.192.143:2408,0.00%,36 ms
162.159.192.224:2408,0.00%,36 ms
162.159.192.134:1701,0.00%,36 ms
162.159.192.251:1701,0.00%,36 ms
162.159.192.138:1701,0.00%,36 ms
162.159.192.251:2408,0.00%,36 ms
162.159.192.194:1701,0.00%,36 ms
162.159.193.8:2408,0.00%,36 ms
162.159.192.213:1701,0.00%,36 ms
162.159.193.8:4500,0.00%,36 ms
162.159.192.127:1701,0.00%,36 ms
162.159.192.202:2408,0.00%,36 ms
162.159.192.222:500,0.00%,36 ms
162.159.192.184:1701,0.00%,36 ms
162.159.192.193:500,0.00%,36 ms
162.159.192.206:500,0.00%,36 ms
162.159.192.137:2408,0.00%,36 ms
162.159.192.231:2408,0.00%,36 ms
162.159.192.229:1701,0.00%,36 ms
162.159.192.216:500,0.00%,36 ms
162.159.192.190:1701,0.00%,36 ms
162.159.192.221:500,0.00%,36 ms
162.159.192.228:1701,0.00%,36 ms
162.159.192.184:2408,0.00%,36 ms
162.159.192.215:500,0.00%,36 ms
162.159.192.246:2408,0.00%,36 ms
162.159.192.243:1701,0.00%,36 ms
162.159.192.155:1701,0.00%,36 ms
162.159.193.10:1701,0.00%,36 ms
162.159.193.10:4500,0.00%,36 ms
162.159.192.253:2408,0.00%,36 ms
162.159.193.7:4500,0.00%,36 ms
162.159.192.231:500,0.00%,36 ms
162.159.193.3:2408,0.00%,36 ms
162.159.192.252:2408,0.00%,36 ms
162.159.192.246:1701,0.00%,36 ms
162.159.192.187:2408,0.00%,36 ms
162.159.192.135:1701,0.00%,36 ms
162.159.192.186:1701,0.00%,36 ms
162.159.192.179:2408,0.00%,36 ms
162.159.192.226:500,0.00%,36 ms
162.159.192.167:4500,0.00%,36 ms
162.159.192.215:4500,0.00%,36 ms
162.159.192.217:2408,0.00%,36 ms
162.159.192.141:2408,0.00%,36 ms
162.159.192.139:1701,0.00%,36 ms
162.159.192.230:1701,0.00%,36 ms
162.159.195.25:4500,0.00%,36 ms
162.159.192.185:500,0.00%,36 ms
162.159.192.214:500,0.00%,36 ms
162.159.192.183:2408,0.00%,36 ms
162.159.192.130:2408,0.00%,36 ms
162.159.192.237:1701,0.00%,36 ms
162.159.192.189:1701,0.00%,36 ms
162.159.192.141:500,0.00%,36 ms
162.159.192.217:500,0.00%,36 ms
162.159.193.1:1701,0.00%,36 ms
162.159.192.172:2408,0.00%,36 ms
162.159.192.173:2408,0.00%,36 ms
162.159.192.137:1701,0.00%,36 ms
162.159.192.217:4500,0.00%,36 ms
162.159.192.246:4500,0.00%,36 ms
162.159.192.171:2408,0.00%,36 ms
162.159.192.159:1701,0.00%,36 ms
162.159.192.203:1701,0.00%,36 ms
162.159.192.144:500,0.00%,36 ms
162.159.192.174:2408,0.00%,36 ms
162.159.192.193:2408,0.00%,36 ms
162.159.192.213:2408,0.00%,36 ms
162.159.192.239:2408,0.00%,36 ms
162.159.192.182:2408,0.00%,36 ms
162.159.192.233:4500,0.00%,36 ms
162.159.192.231:4500,0.00%,36 ms
162.159.192.247:4500,0.00%,36 ms
162.159.192.201:500,0.00%,36 ms
162.159.192.204:4500,0.00%,36 ms
162.159.192.181:2408,0.00%,36 ms
162.159.192.162:4500,0.00%,36 ms
162.159.192.219:4500,0.00%,36 ms
162.159.192.184:500,0.00%,36 ms
162.159.192.200:500,0.00%,36 ms
162.159.192.169:500,0.00%,36 ms
162.159.193.2:500,0.00%,36 ms
162.159.192.190:500,0.00%,36 ms
162.159.192.214:4500,0.00%,36 ms
162.159.192.195:1701,0.00%,36 ms
162.159.192.203:500,0.00%,36 ms
162.159.192.228:500,0.00%,37 ms
162.159.192.218:4500,0.00%,37 ms
162.159.192.172:1701,0.00%,37 ms
162.159.192.182:500,0.00%,37 ms
162.159.192.215:2408,0.00%,37 ms
162.159.193.9:1701,0.00%,37 ms
162.159.192.218:500,0.00%,37 ms
162.159.195.33:4500,0.00%,37 ms
162.159.192.196:4500,0.00%,37 ms
162.159.192.126:4500,0.00%,37 ms
162.159.192.157:2408,0.00%,37 ms
162.159.192.197:1701,0.00%,37 ms
162.159.193.10:2408,0.00%,37 ms
162.159.192.160:4500,0.00%,37 ms
162.159.192.174:4500,0.00%,37 ms
162.159.192.244:1701,0.00%,37 ms
162.159.192.157:4500,0.00%,37 ms
162.159.192.223:500,0.00%,37 ms
162.159.193.6:2408,0.00%,37 ms
162.159.195.174:1701,0.00%,37 ms
162.159.192.253:1701,0.00%,37 ms
162.159.192.168:500,0.00%,37 ms
162.159.192.199:4500,0.00%,37 ms
162.159.192.162:500,0.00%,37 ms
162.159.192.143:500,0.00%,37 ms
162.159.193.5:1701,0.00%,37 ms
162.159.193.2:4500,0.00%,37 ms
162.159.192.128:1701,0.00%,37 ms
162.159.192.168:4500,0.00%,37 ms
162.159.192.192:2408,0.00%,37 ms
162.159.192.216:4500,0.00%,37 ms
162.159.193.3:500,0.00%,37 ms
162.159.192.175:4500,0.00%,37 ms
162.159.192.170:2408,0.00%,37 ms
162.159.193.10:500,0.00%,37 ms
162.159.192.228:4500,0.00%,37 ms
162.159.192.133:4500,0.00%,37 ms
162.159.192.198:2408,0.00%,37 ms
162.159.192.166:2408,0.00%,37 ms
162.159.192.163:2408,0.00%,37 ms
162.159.192.229:500,0.00%,37 ms
162.159.192.175:1701,0.00%,37 ms
162.159.192.245:500,0.00%,37 ms
162.159.192.130:1701,0.00%,37 ms
162.159.192.222:1701,0.00%,37 ms
162.159.192.138:2408,0.00%,37 ms
162.159.192.227:500,0.00%,37 ms
162.159.192.174:500,0.00%,37 ms
162.159.192.243:500,0.00%,37 ms
162.159.192.171:500,0.00%,37 ms
162.159.192.168:1701,0.00%,37 ms
162.159.193.8:500,0.00%,37 ms
162.159.192.176:2408,0.00%,37 ms
162.159.192.182:4500,0.00%,37 ms
162.159.192.238:2408,0.00%,37 ms
162.159.192.173:500,0.00%,37 ms
162.159.192.136:4500,0.00%,37 ms
162.159.192.168:2408,0.00%,37 ms
162.159.192.236:1701,0.00%,37 ms
162.159.192.158:1701,0.00%,37 ms
162.159.192.186:4500,0.00%,37 ms
162.159.192.187:4500,0.00%,37 ms
162.159.192.210:1701,0.00%,37 ms
162.159.192.130:500,0.00%,37 ms
162.159.192.161:500,0.00%,37 ms
162.159.192.238:4500,0.00%,37 ms
162.159.192.253:4500,0.00%,37 ms
162.159.192.235:4500,0.00%,37 ms
162.159.192.171:4500,0.00%,37 ms
162.159.193.4:4500,0.00%,37 ms
162.159.192.166:500,0.00%,37 ms
162.159.192.218:1701,0.00%,37 ms
162.159.192.169:2408,0.00%,37 ms
162.159.192.179:1701,0.00%,37 ms
162.159.192.179:4500,0.00%,37 ms
162.159.192.210:500,0.00%,37 ms
162.159.192.134:500,0.00%,37 ms
162.159.192.239:1701,0.00%,37 ms
162.159.192.175:500,0.00%,37 ms
162.159.192.203:4500,0.00%,37 ms
162.159.192.161:4500,0.00%,37 ms
162.159.192.247:2408,0.00%,37 ms
162.159.192.189:500,0.00%,37 ms
162.159.192.206:4500,0.00%,37 ms
162.159.192.210:4500,0.00%,38 ms
162.159.192.254:2408,0.00%,38 ms
162.159.192.212:4500,0.00%,38 ms
162.159.195.135:2408,0.00%,38 ms
162.159.192.209:2408,0.00%,38 ms
162.159.192.164:500,0.00%,38 ms
162.159.195.239:4500,0.00%,38 ms
162.159.192.215:1701,0.00%,38 ms
162.159.192.211:1701,0.00%,38 ms
162.159.192.150:2408,0.00%,38 ms
162.159.192.250:4500,0.00%,38 ms
162.159.192.181:4500,0.00%,38 ms
162.159.192.176:1701,0.00%,38 ms
162.159.192.136:500,0.00%,38 ms
162.159.192.249:2408,0.00%,38 ms
162.159.192.127:2408,0.00%,38 ms
162.159.192.163:4500,0.00%,38 ms
162.159.192.205:1701,0.00%,38 ms
162.159.192.245:2408,0.00%,38 ms
162.159.192.237:4500,0.00%,38 ms
162.159.192.242:500,0.00%,38 ms
162.159.192.239:500,0.00%,38 ms
162.159.192.161:2408,0.00%,38 ms
162.159.192.180:500,0.00%,38 ms
162.159.195.5:500,0.00%,38 ms
162.159.192.45:2408,0.00%,38 ms
162.159.192.125:1701,0.00%,38 ms
162.159.192.137:500,0.00%,38 ms
162.159.192.213:500,0.00%,38 ms
162.159.192.206:1701,0.00%,38 ms
162.159.193.9:4500,0.00%,38 ms
162.159.192.220:2408,0.00%,38 ms
162.159.193.6:4500,0.00%,38 ms
162.159.192.241:500,0.00%,38 ms
162.159.193.1:500,0.00%,38 ms
162.159.192.170:1701,0.00%,38 ms
162.159.192.60:2408,0.00%,38 ms
162.159.192.157:500,0.00%,38 ms
162.159.192.153:4500,0.00%,38 ms
162.159.192.116:4500,0.00%,38 ms
162.159.192.137:4500,0.00%,38 ms
162.159.192.188:2408,0.00%,38 ms
162.159.193.1:2408,0.00%,38 ms
162.159.192.250:2408,0.00%,38 ms
188.114.96.21:500,0.00%,38 ms
162.159.193.3:4500,0.00%,38 ms
162.159.192.132:2408,0.00%,38 ms
162.159.192.149:500,0.00%,38 ms
162.159.192.208:500,0.00%,38 ms
162.159.192.254:1701,0.00%,38 ms
162.159.192.165:2408,0.00%,38 ms
162.159.192.162:1701,0.00%,38 ms
162.159.192.56:4500,0.00%,38 ms
162.159.192.193:4500,0.00%,38 ms
162.159.192.167:1701,0.00%,38 ms
162.159.192.135:500,0.00%,38 ms
162.159.192.11:2408,0.00%,38 ms
162.159.192.164:2408,0.00%,38 ms
162.159.192.156:4500,0.00%,38 ms
162.159.192.242:1701,0.00%,38 ms
162.159.192.44:4500,0.00%,38 ms
162.159.192.247:1701,0.00%,38 ms
188.114.96.37:4500,0.00%,38 ms
162.159.192.132:500,0.00%,38 ms
162.159.192.1:2408,0.00%,38 ms
162.159.193.7:2408,0.00%,38 ms
162.159.192.191:2408,0.00%,38 ms
162.159.192.188:1701,0.00%,38 ms
162.159.192.205:500,0.00%,38 ms
162.159.192.211:2408,0.00%,39 ms
162.159.192.131:500,0.00%,39 ms
162.159.193.1:4500,0.00%,39 ms
162.159.192.209:1701,0.00%,39 ms
162.159.192.55:4500,0.00%,39 ms
162.159.192.208:1701,0.00%,39 ms
162.159.192.250:500,0.00%,39 ms
162.159.192.23:4500,0.00%,39 ms
162.159.192.58:2408,0.00%,39 ms
162.159.192.199:500,0.00%,39 ms
162.159.193.5:2408,0.00%,39 ms
162.159.192.196:2408,0.00%,39 ms
162.159.192.195:2408,0.00%,39 ms
162.159.192.58:1701,0.00%,39 ms
162.159.192.198:1701,0.00%,39 ms
162.159.192.36:500,0.00%,39 ms
162.159.192.134:4500,0.00%,39 ms
162.159.192.245:1701,0.00%,39 ms
162.159.192.2:2408,0.00%,39 ms
162.159.192.152:4500,0.00%,39 ms
162.159.192.195:4500,0.00%,39 ms
162.159.192.57:4500,0.00%,39 ms
162.159.192.47:2408,0.00%,39 ms
162.159.193.5:500,0.00%,39 ms
162.159.192.187:1701,0.00%,39 ms
162.159.192.53:2408,0.00%,39 ms
162.159.192.195:500,0.00%,39 ms
162.159.192.156:500,0.00%,39 ms
162.159.192.53:1701,0.00%,39 ms
162.159.192.196:1701,0.00%,39 ms
162.159.192.155:4500,0.00%,39 ms
162.159.192.242:4500,0.00%,39 ms
162.159.192.131:1701,0.00%,39 ms
162.159.192.197:2408,0.00%,39 ms
162.159.192.212:1701,0.00%,39 ms
162.159.192.54:500,0.00%,39 ms
162.159.193.9:500,0.00%,39 ms
162.159.192.194:2408,0.00%,39 ms
162.159.192.151:500,0.00%,39 ms
162.159.192.131:2408,0.00%,39 ms
162.159.192.237:2408,0.00%,39 ms
162.159.192.192:4500,0.00%,39 ms
162.159.192.205:2408,0.00%,39 ms
162.159.192.198:4500,0.00%,39 ms
162.159.192.224:1701,0.00%,39 ms
162.159.192.147:2408,0.00%,39 ms
162.159.192.126:1701,0.00%,39 ms
162.159.192.163:1701,0.00%,39 ms
162.159.192.48:4500,0.00%,39 ms
162.159.192.149:1701,0.00%,39 ms
162.159.192.151:4500,0.00%,39 ms
162.159.195.32:2408,0.00%,39 ms
162.159.192.158:4500,0.00%,39 ms
162.159.192.129:2408,0.00%,39 ms
162.159.192.129:4500,0.00%,39 ms
162.159.192.122:2408,0.00%,39 ms
162.159.192.235:2408,0.00%,39 ms
162.159.192.43:4500,0.00%,39 ms
162.159.192.208:2408,0.00%,39 ms
162.159.192.189:2408,0.00%,39 ms
162.159.192.146:2408,0.00%,39 ms
162.159.192.128:500,0.00%,39 ms
162.159.192.63:4500,0.00%,39 ms
162.159.192.56:2408,0.00%,39 ms
162.159.192.50:4500,0.00%,39 ms
162.159.192.236:4500,0.00%,39 ms
162.159.192.29:4500,0.00%,39 ms
162.159.192.55:500,0.00%,39 ms
162.159.192.176:500,0.00%,40 ms
162.159.192.192:1701,0.00%,40 ms
162.159.192.75:4500,0.00%,40 ms
162.159.192.169:1701,0.00%,40 ms
162.159.192.145:500,0.00%,40 ms
162.159.193.4:2408,0.00%,40 ms
162.159.192.81:2408,0.00%,40 ms
162.159.192.238:500,0.00%,40 ms
162.159.192.130:4500,0.00%,40 ms
162.159.192.29:2408,0.00%,40 ms
162.159.192.75:2408,0.00%,40 ms
162.159.192.177:2408,0.00%,40 ms
162.159.192.52:1701,0.00%,40 ms
162.159.192.174:1701,0.00%,40 ms
162.159.192.52:4500,0.00%,40 ms
162.159.192.12:1701,0.00%,40 ms
162.159.192.27:500,0.00%,40 ms
162.159.192.153:1701,0.00%,40 ms
162.159.192.230:4500,0.00%,40 ms
162.159.192.35:1701,0.00%,40 ms
162.159.192.147:4500,0.00%,40 ms
162.159.192.132:1701,0.00%,40 ms
162.159.192.154:4500,0.00%,40 ms
162.159.192.176:4500,0.00%,40 ms
162.159.192.187:500,0.00%,40 ms
162.159.192.66:500,0.00%,40 ms
162.159.192.41:2408,0.00%,40 ms
162.159.192.51:4500,0.00%,40 ms
162.159.192.119:4500,0.00%,40 ms
162.159.192.234:4500,0.00%,40 ms
162.159.192.209:4500,0.00%,40 ms
162.159.192.147:1701,0.00%,40 ms
162.159.192.133:1701,0.00%,40 ms
162.159.192.182:1701,0.00%,40 ms
162.159.192.45:4500,0.00%,40 ms
162.159.192.62:2408,0.00%,40 ms
162.159.192.200:1701,0.00%,40 ms
162.159.192.225:500,0.00%,40 ms
162.159.192.7:4500,0.00%,40 ms
162.159.192.155:2408,0.00%,40 ms
162.159.192.234:1701,0.00%,40 ms
162.159.192.7:2408,0.00%,40 ms
162.159.192.186:2408,0.00%,40 ms
162.159.192.83:4500,0.00%,40 ms
162.159.192.69:500,0.00%,40 ms
162.159.192.63:2408,0.00%,40 ms
162.159.192.150:4500,0.00%,40 ms
162.159.192.18:1701,0.00%,40 ms
162.159.192.68:500,0.00%,40 ms
162.159.192.61:500,0.00%,40 ms
162.159.192.148:1701,0.00%,40 ms
162.159.192.2:1701,0.00%,40 ms
162.159.192.52:500,0.00%,40 ms
162.159.192.116:2408,0.00%,40 ms
162.159.192.240:4500,0.00%,40 ms
162.159.192.185:1701,0.00%,40 ms
162.159.192.123:2408,0.00%,40 ms
162.159.192.159:500,0.00%,40 ms
162.159.192.185:4500,0.00%,40 ms
162.159.192.96:500,0.00%,40 ms
162.159.192.150:500,0.00%,40 ms
162.159.192.11:4500,0.00%,40 ms
162.159.192.81:4500,0.00%,40 ms
162.159.192.75:500,0.00%,40 ms
162.159.192.186:500,0.00%,40 ms
162.159.192.252:1701,0.00%,40 ms
162.159.192.74:500,0.00%,40 ms
162.159.192.3:500,0.00%,40 ms
162.159.192.245:4500,0.00%,40 ms
162.159.192.98:500,0.00%,40 ms
162.159.192.39:500,0.00%,40 ms
162.159.192.121:1701,0.00%,40 ms
162.159.192.2:4500,0.00%,40 ms
162.159.192.179:500,0.00%,40 ms
162.159.192.95:4500,0.00%,40 ms
162.159.192.127:4500,0.00%,40 ms
162.159.192.29:500,0.00%,40 ms
162.159.192.133:500,0.00%,40 ms
162.159.192.70:1701,0.00%,40 ms
162.159.192.170:4500,0.00%,40 ms
162.159.192.45:1701,0.00%,40 ms
162.159.192.23:2408,0.00%,40 ms
162.159.192.76:2408,0.00%,40 ms
162.159.192.114:2408,0.00%,40 ms
162.159.192.20:1701,0.00%,40 ms
162.159.192.36:2408,0.00%,40 ms
162.159.192.30:1701,0.00%,40 ms
162.159.192.173:1701,0.00%,40 ms
162.159.192.37:1701,0.00%,40 ms
162.159.192.234:500,0.00%,40 ms
162.159.192.83:2408,0.00%,40 ms
162.159.192.56:1701,0.00%,40 ms
162.159.192.212:500,0.00%,41 ms
162.159.192.53:4500,0.00%,41 ms
162.159.192.204:2408,0.00%,41 ms
162.159.192.45:500,0.00%,41 ms
162.159.192.50:2408,0.00%,41 ms
162.159.192.48:2408,0.00%,41 ms
162.159.192.170:500,0.00%,41 ms
162.159.192.103:500,0.00%,41 ms
162.159.192.115:2408,0.00%,41 ms
162.159.192.18:4500,0.00%,41 ms
162.159.192.74:4500,0.00%,41 ms
162.159.192.85:4500,0.00%,41 ms
162.159.192.73:4500,0.00%,41 ms
162.159.192.31:4500,0.00%,41 ms
162.159.192.144:1701,0.00%,41 ms
